name,price_level,rating,city
SUBWAY®Restaurants,1,3.8,Onalaska
SUBWAY®Restaurants,1,3.7,Winona
Pizza King La Crosse,1,4.5,La Crosse
All Star Lanes & Banquets,-1,4.3,La Crosse
SUBWAY®Restaurants,1,3.9,Winona
Acoustic Cafe,2,4.6,Winona
SUBWAY®Restaurants,1,3.8,La Crescent
Signatures Restaurant,2,4.3,Winona
SUBWAY®Restaurants,1,4.4,Sparta
Pickerman's Soup & Sandwiches,1,4.5,La Crosse
Three Rivers Lodge,2,4.4,La Crosse
SUBWAY®Restaurants,1,3.5,Holmen
The Historic Trempealeau Hotel, Restaurant and Saloon,-1,4.6,Trempealeau
SUBWAY®Restaurants,1,4.1,Galesville
Piggy's,2,4.4,La Crosse
Culver's,1,4.3,Sparta
Culver's,1,4.3,Winona
Nutbush City Limits,1,4.4,La Crosse
Pizza Doctors,1,4.1,La Crosse
Hungry Peddler,2,4.5,La Crosse
Cold Stone Creamery,2,4.2,Onalaska
Moxie's,2,3.6,La Crosse
Buffalo Wild Wings,2,4,Onalaska
Wason's Supper Club,2,4.4,Galesville
Fiesta Mexicana La Crosse,-1,4.2,La Crosse
Famous Dave's Bar-B-Que,2,4.4,La Crosse
SUBWAY,1,3.9,Winona
Bodega Brew Pub,2,4.5,La Crosse
Cabin Coffee Co.,2,4.6,La Crosse
SUBWAY®Restaurants,1,3.8,Caledonia
Howie's on La Crosse,2,4.4,La Crosse
Coulee Golf Bowl,-1,4.4,Onalaska
Blooming Grounds Coffee House,2,4.6,Winona
Mc Donald's,1,3.5,Winona
Pizza Hut,1,2.8,La Crosse
Pizza Hut,1,3.8,Sparta
Mango's Mexican & American Grill,2,4.2,Winona
Olive Garden Italian Restaurant,2,4.2,Onalaska
River Rocks Coffee,-1,4.2,La Crosse
Olives Restaurant,2,4.4,Mankato
SUBWAY®Restaurants,1,1.2,Mankato
SUBWAY®Restaurants,1,3.6,Waseca
SUBWAY®Restaurants,1,3.9,North Mankato
Massad's Grille,-1,3.9,Mankato
Green Mill Restaurant & Bar,2,4,Albert Lea
Brooktree Golf Course and Master's Bar & Grille,-1,4.4,Owatonna
Berry Blendz,1,4,Mankato
Jimmy John's,1,3.8,Mankato
Little Caesars Pizza,1,4,Mankato
SUBWAY®Restaurants,1,2.3,Owatonna
Caribou Coffee,2,4.7,Mankato
Pagliai's Pizza,2,4.7,Mankato
Olive Garden Italian Restaurant,2,4.2,Mankato
Domino's Pizza,1,3.4,Mankato
Boat House Grill and Bar,-1,4.2,Waseca
Subway,1,4,Albert Lea
SUBWAY®Restaurants,1,4.9,Janesville
SUBWAY,1,4.2,Owatonna
SUBWAY®Restaurants,1,4.1,Mankato
SUBWAY®Restaurants,1,2.5,Albert Lea
SUBWAY®Restaurants,1,3.8,Owatonna
Wendy's,1,3.3,Albert Lea
Papa John's Pizza,1,3.5,Mankato
Mc Donald's,1,3.2,Owatonna
Perkins Restaurant & Bakery,2,4,Owatonna
El Molino Mexican Restaurant,2,4.6,Waseca
Buffalo Wild Wings,2,4.2,Mankato
Pizza Hut,1,3.1,Mankato
Subway,1,4,North Mankato
Mongolian Grill,2,4,Mankato
Perkins Restaurant & Bakery,2,4.2,Mankato
Timber Lodge Steakhouse,2,3.7,Owatonna
Number 4 American Bar & Kitchen,2,4.3,Mankato
Toppers Pizza,2,3.8,Mankato
Crescendo Exquisite Food & Fine Wines,-1,4.6,Albert Lea
Famous Dave's Bar-B-Que,2,4.1,Owatonna
Chipotle Mexican Grill,1,4.2,Mankato
Wow! Zone,2,4.1,Mankato
Buffalo Wild Wings,2,4,Owatonna
Pizza Ranch,2,3.5,Albert Lea
El Tequila Mexican Restaurant,-1,4.4,Owatonna
Jimmy John's,1,3.7,Owatonna
Mc Donald's,1,3.5,Albert Lea
Culver's,1,4.3,Owatonna
Domino's Pizza,1,4.2,Mankato
Pappageorge Restaurant & Bar,2,4.6,Mankato
Buster's Sports Bar and Grill & Catering,2,4,Mankato
Thunder Bar,1,4.7,Good Thunder
Pub 500,2,4.2,Mankato
Hunan Garden,1,4.2,North Mankato
Taco John's,1,4.3,Albert Lea
Pizza Ranch,2,4.1,Mankato
El Mazatlan Restaurant,2,4.5,Mankato
Petro (Trails Travel Plaza),-1,4,Albert Lea
SUBWAY®Restaurants,1,3.8,Blue Earth
Chick-fil-A,1,4.7,Mankato
Jake's Stadium Pizza,-1,4.4,Mankato
Eagles Nest,1,4.5,Eagle Lake
Grizzly's Wood-Fired Grill & Steaks,2,4,Mankato
Subway,1,3.7,Sherburn
SUBWAY®Restaurants,1,3.9,Windom
SUBWAY® Restaurants,1,3.9,Saint James
SUBWAY®Restaurants,1,3.7,Jackson
SUBWAY®Restaurants,1,3.3,Madelia
SUBWAY®Restaurants,1,4.1,Sleepy Eye
Green Mill Restaurant & Bar,2,3.9,Fairmont
Hi-Lo Supper Club & Catering,2,4.1,Lakefield
SUBWAY®Restaurants,1,3.4,Fairmont
Perkins Restaurant & Bakery,2,4,Fairmont
River City Eatery,1,4.6,Windom
Pizza Ranch,2,4.3,Jackson
Casey's General Store,1,3.8,Saint James
Pizza Hut,1,3.4,Saint James
Jake's Pizza & Sandwich Shop,-1,4,Saint James
Godfather's Pizza,2,4.1,Windom
Hardee's,1,4,Windom
Mc Donald's,1,3,Saint James
Mc Donald's,1,3.4,Windom
Casey's General Store,1,3.9,Jackson
Casey's General Store,1,3.7,Windom
Pillars Pub & Eatery,2,4.2,Jackson
Hardee's,1,3.7,Sleepy Eye
Home Town Cafe,1,4.6,Saint James
Plaza Morena Restaurant Inc,-1,5,Madelia
Bridget's Bucksnort's Brew-Ha-Ha & Grill,-1,4.2,Jackson
Casey's General Store,1,4.3,Saint James
King Egg Roll,-1,4.8,Mountain Lake
Casey's General Store,1,4.4,Mountain Lake
Casey's General Store,1,2.5,Trimont
Casey's General Store,1,2.9,Butterfield
Checkers Welcome Campground,-1,4.3,Welcome
Village Inn,1,4.4,La Salle
Kat's Hog Heaven,-1,4.8,Jackson
Jack Slades Steakhouse,-1,4.2,Windom
Comfrey Bar & Grill,1,4.5,Comfrey
Plaza Jalisco Mexican Restaurant,-1,4.4,Windom
Casey's General Store,1,3.6,Saint James
Casey's General Store,1,4.5,Sherburn
Casey's General Store,1,4.1,Truman
Jake's Pizza,2,4.5,Fairmont
THE SHED CHILL n' GRILLE,-1,4.4,Lakefield
Burger King,1,3.2,Jackson
Dairy Queen Grill & Chill,1,4,Jackson
SUBWAY®Restaurants,1,4,Springfield
Garage,-1,4.5,Springfield
Kum & Go,2,4.7,Sherburn
BP,-1,4,Jackson
BP,-1,5,Lakefield
Casey's General Store,1,4.9,Welcome
Ranch Restaurant,2,4.1,Fairmont
La Plaza F!esta,-1,4.6,Madelia
La Plaza F!esta,2,4.8,Madelia
Fox's Pizza Den,1,4.7,Madelia
Casey's General Store,1,4.3,Madelia
Bergen Bar & Grill,2,4.8,Windom
Dairy Queen,1,4.3,Sleepy Eye
The Still Bar And Grill,-1,4.5,Dunnell
Casey's General Store,1,3.3,Sleepy Eye
Bailey's Restaurant & Bar,-1,4.6,Ormsby
Royal River Casino & Hotel,-1,4,Flandreau
SUBWAY®Restaurants,1,4.1,Pipestone
Subway,1,4.2,Luverne
SUBWAY®Restaurants,1,4.4,Slayton
SUBWAY®Restaurants,1,4,Adrian
SUBWAY®Restaurants,1,2.8,Flandreau
Mc Donald's,1,2.4,Luverne
Taco John's,1,3.3,Luverne
Key Largo,2,4.2,Slayton
Historic Calumet Inn,-1,3.6,Pipestone
Pizza Ranch,2,4.3,Slayton
Mc Donald's,1,3.6,Pipestone
Pizza Ranch,2,4.3,Pipestone
Pizza Ranch,2,4.2,Luverne
Mad Mary's Steak House,2,4.7,Flandreau
Casey's General Store,1,4.9,Pipestone
Casey's General Store,1,3.8,Pipestone
Godfather's Pizza Express,2,3.6,Luverne
Bole Mor Lanes,-1,4.6,Pipestone
Casey's General Store,1,3.7,Luverne
Howling Dog Saloon,-1,4.5,Luverne
Cafeteria,-1,3.5,Sioux Falls
Kir Patrick's Pub & Grill,-1,4.4,Balaton
Johns Place: A Family Resturant,1,4.9,Flandreau
Sterling's Cafe & Grille,2,4.4,Luverne
Holiday Stationstores,-1,1,Luverne
The Bluestem Restaurant,2,4.7,Luverne
Sports Cabin,1,4.5,Garretson
Knotty Pine Supper Club,2,4.7,Elkton
Lakeside Hideaway,2,4.8,Currie
Crazycarl's BBQ,-1,3,Elkton
Kum & Go,2,3,Adrian
Benson's By the Lake,-1,4.3,Balaton
KIKOS Mexican TACO SHOP,-1,4.9,Flandreau
Antonio's,-1,4.5,Fulda
Unique Video Rental & Smokehouse,-1,-1,Flandreau
Steve's Bar & Grill,-1,4.2,Trent
Bitton's Roadhouse,-1,4.8,Garvin
Casey's General Store,1,3.3,Fulda
Sunset Bar & Grill,-1,1,Ruthton
Country House,1,4.5,Lake Benton
SUBWAY®Restaurants,1,3.9,Dell Rapids
Pizza Ranch,2,4.1,Dell Rapids
Godfather's Pizza,2,5,Dell Rapids
Dairy Queen Store,1,3,Dell Rapids
El Tapatio Mexican Restaurant,-1,4.8,Dell Rapids
Casey's General Store,1,5,Dell Rapids
Feathers Nest,2,4.7,Elkton
Lange's Cafe,-1,4.3,Pipestone
Dar's Pizza,2,4.4,Pipestone
Grain Exchange,2,4.2,Slayton
Hatfield Roadhouse,-1,4.8,Hatfield
Tally Ho Koffie,-1,4.5,Edgerton
Staci's Bar & Grill,-1,4.8,Woodstock
Trosky Bar & Grill,1,4.7,Trosky
Leota Cafe,1,4.8,Leota
Chandler Valley Grille,-1,4.8,Chandler
Los Tulipanes Mexican Restaurant,-1,4.5,Pipestone
New Country Restaurant,-1,4.3,Pipestone
Dari King,-1,4.5,Pipestone
SUBWAY®Restaurants,1,3.7,Moorcroft
Paradise Foods,-1,4.5,Moorcroft
Sunset Amigos Liquor and Lounge,1,4.7,Upton
Donna's Diner,-1,4,Moorcroft
Remys Drive Inc,-1,4.6,Upton
Sunset Amigos Liquor & Lounge,-1,-1,Upton
Caribou Coffee,2,5,Moorcroft
R Place Bar and Grill,-1,4.4,Pine Haven
Savageton Bar,-1,3.8,Gillette
Pizza Hut,1,4,Thermopolis
Taco John's,1,3.6,Thermopolis
The Front Porch,2,4.4,Thermopolis
Nature's Corner Featuring The Crow Bar,-1,4.9,Thermopolis
One-Eyed Buffalo Brewing Co Inc,2,4.4,Thermopolis
Mc Donald's,1,3.4,Thermopolis
Safari Club,-1,3.4,Thermopolis
Las Fuentes,2,4.2,Thermopolis
Double D Cafe,-1,5,Meeteetse
Broken spoke cafe,-1,-1,Meeteetse
Outlaw Parlor Cafe,-1,4.2,Meeteetse
Kirby Bar And Grill,-1,4.8,Kirby
Dairyland Ice Cream & Sweet Spot Mini Golf,1,4.5,Thermopolis
jp hotel beawar,-1,-1,Thermopolis
Bangkok Thai,-1,4.5,Thermopolis
Black Bear Cafe,-1,4.5,Thermopolis
Jay's Sandwich Shop,-1,4.5,Thermopolis
Ramada Rapid City,-1,3.3,Rapid City
Deadwood Gulch Gaming Resort,-1,4.2,Deadwood
The Rushmore Hotel,-1,4.2,Rapid City
Martin Mason Hotel,-1,4.8,Deadwood
Little Caesars Pizza,1,3.9,Rapid City
Gem Steakhouse & Saloon,2,3.9,Deadwood
Subway,1,3.4,Rapid City
Papa John's Pizza,1,3.6,Rapid City
Minervas Restaurant & Bar,2,4.2,Rapid City
Firehouse Brewing Company,2,3.9,Rapid City
Enigma,2,4,Rapid City
Murphy's Pub and Grill,2,4.3,Rapid City
Ruby Tuesday,2,4,Rapid City
SUBWAY®Restaurants,1,3.5,Rapid City
SUBWAY®Restaurants,1,3.7,Rapid City
Deadwood Dicks Hotel,-1,4.1,Deadwood
Boondocks & Mad Mountain Adventures,-1,4.2,Deadwood
SUBWAY®Restaurants,1,3.9,Rapid City
Little Caesars Pizza,1,4,Rapid City
SUBWAY®Restaurants,1,3.8,Rapid City
Little Caesars Pizza,1,3.9,Rapid City
SUBWAY®Restaurants,1,4.1,Rapid City
Jimmy John's,1,3.1,Rapid City
Sonic Drive-In,1,3.9,Rapid City
SUBWAY®Restaurants,1,3.7,Rapid City
Wine Cellar,2,4.4,Rapid City
Mongolian Grill,2,4.6,Rapid City
Jimmy John's,1,4.1,Rapid City
Colonial House Restaurant and Bar,2,4.5,Rapid City
Pizza Hut,1,2.9,Rapid City
Taco Bell,1,3.9,Rapid City
Taco Bell,1,3.8,Rapid City
Long Horn Steakhouse,2,4,Rapid City
Arriba Mexican Grill,-1,2,Keystone
Black Hills Bagels,2,4.6,Rapid City
Time Inn Motel,-1,3.8,Rapid City
Powder House,-1,4.5,Keystone
Olive Garden Italian Restaurant,2,4.4,Rapid City
SUBWAY®Restaurants,1,4.5,Lead
Hong Kong Buffet,2,3,Rapid City
Baker's Bakery & Café,2,4.6,Custer
Alpine Inn,2,4.6,Hill City
Imperial,2,4.1,Rapid City
Recreational Springs Resort,-1,3.9,Lead
Delmonico Grill,3,4.6,Rapid City
Buffalo Wild Wings,2,3.7,Rapid City
Tally's Silver Spoon,2,4.5,Rapid City
Botticelli,2,4,Rapid City
Chuck E. Cheese's,2,3.2,Rapid City
On the Border,2,4,Rapid City
Red Garter Saloon,-1,3.8,Keystone
Great Harvest Bread Co.,2,4.6,Rapid City
Carvers Café,-1,4.3,Keystone
Fuji,2,4.4,Rapid City
Culver's,1,4.3,Rapid City
Curry Masala,1,4.1,Rapid City
Pizza Hut,1,2.8,Rapid City
Dairy Twist,-1,4.5,Hill City
Domino's Pizza,1,4.2,Rapid City
Shooters Wood Fire Grill,2,4,Rapid City
Trail Creek Cabin,2,4.8,Sun Valley
Stanley Baking Company & Café,-1,4.7,Stanley
Papa Brunee's,-1,4.6,Stanley
Mountain Village Restaurant,-1,4.1,Stanley
Rod-N-Gun Saloon,1,5,Stanley
Bridge Street Grill and Cabins,2,4.3,Stanley
The Ram,2,4.4,Sun Valley
Fisher Creek Lodge,-1,-1,Stanley
Stanley Sluice Alehouse and Eatery,-1,4.7,Stanley
The Redd Restaurant,-1,4.8,Stanley
Sawtooth Luce's Restaurant,2,4.2,Stanley
Apples Bar & Grill,-1,4.8,Ketchum
Konditorei Restaurant,-1,4.4,Sun Valley
Gretchen's,2,3.9,Sun Valley
Bigwood,-1,4.6,Ketchum
Bigwood Bread & Cafe,2,4.2,Ketchum
Grumpy's,-1,4.5,Ketchum
Sun Valley Club,2,4.7,Sun Valley
Lookout,-1,4.1,Ketchum
Trail Creek,-1,4.8,Sun Valley
Grill at Knob Hill,2,3.8,Ketchum
The Ram Bar,2,4.1,Sun Valley
Village Station,2,4.2,Sun Valley
Kasino Club,-1,4.3,Stanley
Irving's Red Hots,-1,4.6,Ketchum
Lodge Bowling Alley,-1,3.6,Sun Valley
Bigwood Grill,-1,-1,Sun Valley
SUBWAY®Restaurants,1,4.3,Ontario
SUBWAY®Restaurants,1,3.4,Ontario
Subway,1,3.2,Ontario
Pilot Travel Center,-1,3.9,Ontario
Brewsky's Broiler,2,4.2,Ontario
SUBWAY®Restaurants,1,4,Weiser
Romio's Pizza & Pasta,2,4.6,Ontario
Casa Jaramillo Mexican Restaurant,-1,4.4,Ontario
Papa Murphy's Take 'N' Bake Pizza,1,4.4,Ontario
Far East Restaurant,2,3.7,Ontario
A&W Restaurant,1,2.9,Fruitland
Mandarin Restaurant,1,4.3,Payette
Arctic Circle,1,3.9,Payette
Tacos El Zarape,2,4.2,Ontario
A&W,1,4.1,Payette
Pizza Hut,1,3.9,Ontario
Briq Haus Grill,2,4.2,Payette
Idaho Pizza Company,2,4.4,Weiser
Idaho Pizza Company,2,4.5,Fruitland
Jolts & Juice Company,-1,4.7,Ontario
Fiesta Guadalajara,2,4.2,Ontario
Arby's,1,3.2,Ontario
Mackey's Steakhouse & Pub,2,4.3,Ontario
Golden Horse,1,4.3,Weiser
Scotch Pines Golf Course,-1,4.4,Payette
Domino's Pizza,1,3.9,Ontario
Rusty's Pancake & Steakhouse,-1,3.9,Ontario
WINGERS Roadhouse Grill,2,4.1,Ontario
Starlite Cafe,-1,4.2,Vale
Matsy's Restaurant & Catering,-1,4.4,Ontario
Shanghai Restaurant,-1,3.8,Ontario
Mc Donald's,1,3.6,Ontario
D J's Family Restaurant,-1,3.8,Ontario
Jack in the Box,1,3.3,Ontario
Country Kitchen - Ontario,1,3.8,Ontario
KFC,1,3.3,Ontario
Taco Bell,1,3.8,Ontario
Carl's Jr. Green Burrito,1,3.6,Ontario
Burger King,1,3.7,Ontario
Mc Donald's,1,3.4,Ontario
Panda Express,1,3.7,Ontario
Mandarin Dynasty,-1,4.2,Fruitland
Burger West,1,4,Ontario
Machuca's Mexican Restaurant,-1,4.2,Ontario
Taco Time,1,3.8,Ontario
The Hideaway Grill,2,4.1,Payette
Salsa Grill,-1,4.3,Payette
A & W All-American Food,1,3.5,Nyssa
Bob's Steak N' Spirits,-1,4.2,Nyssa
Gandolfo's New York Deli,-1,4.5,Ontario
Jimbo Restaurant,-1,4.1,Payette
Belly Buster Sandwich Shop,1,4.3,Ontario
Dairy Queen Grill & Chill,1,3.5,Ontario
Mirage,-1,4.2,Adrian
Burger King,1,3.4,Payette
A Street Tavern,-1,4.1,Vale
SUBWAY®Restaurants,1,4.4,Payette
Big Burger,1,4,Vale
Mongolian Express Restaurant,-1,4.3,Ontario
Tex Mex Express,-1,4.5,Nyssa
Mc Kenzie River Inn,-1,4.1,Vida
SUBWAY®Restaurants,1,4.2,Oakridge
Double Trouble Espresso,-1,4.8,Oakridge
Elk Lake Resort and Marina,-1,4.3,Bend
Shell,2,4,Blue River
Fall Creek Market & Pizza,-1,4.9,Fall Creek
Pine Marten Lodge,-1,4.4,Bend
Mc Kenzie Stage Stop Restaurant,-1,4.5,Springfield
Brewers Union Local 180,-1,4.7,Oakridge
Oakridge Lodge & Guest House,-1,4.7,Oakridge
Papa Murphy's Take 'N' Bake Pizza,1,4,Springfield
Organic Redneck Growers,-1,4.5,Walterville
Matzatlan Mexican Restaurant,-1,4.5,Oakridge
Dairy Queen,1,3.9,Oakridge
Uptown Bistro,-1,5,Oakridge
A&W,1,4.1,Oakridge
Stewart's 58 Drive-In Restaurant & Coffee Counter,-1,4.8,Oakridge
Elk Lake,-1,5,Blue River
River Stop Restaurant & Sports Bar,2,4.1,Springfield
Ike's Lakeside Pizza,2,4.1,Walterville
Mc Donald's,1,3.5,Springfield
Toreros Mexican Family Restaurant,2,4.4,Springfield
Burger King,1,3.6,Springfield
Taco Time,1,3.3,Springfield
Takoda's Restaurant,2,4.5,Blue River
Vida Cafe,-1,4.6,Vida
Everyone's Market Vida,-1,4.4,Vida
Bernadettes Cakes & Catering,-1,-1,Leaburg
Lee's Gourmet Garden,2,4.9,Oakridge
Cedar Creek Cafe & BBQ,-1,4.5,Oakridge
Armando's Mexican Restaurant,-1,4.4,Lowell
My Place Restaurant & Lounge,-1,-1,Dexter
Marcola Roadhouse,2,4.2,Marcola
Cowboy Dinner Tree,-1,3,Pleasant Hill
C J's Eatery,-1,4.2,Springfield
The Bethel Inn Resort,-1,4,Bethel
Oxford Casino Hotel,-1,3.9,Oxford
SUBWAY®Restaurants,1,3.9,Oxford
Good Food Store,-1,4.6,Bethel
Ebenezer's,2,4.5,Lovell
Subway,1,4.2,Bridgton
Surry Seafood Co,2,4.5,Dixfield
SUBWAY®Restaurants,1,4.2,Mexico
Subway,1,4,Bethel
SUBWAY®Restaurants,1,4.1,Gorham
Subway,1,3.8,Jay
Sud's Pub,-1,4.5,Bethel
Sunday River Brewing Company,2,4.3,Bethel
Pizza Hut,1,3.8,Oxford
Mayflower,2,3.4,South Paris
Calzolaio Pasta Company,2,4.6,Wilton
Dunkin' Donuts,1,4,South Paris
76 Pleasant Street Restaurant,3,4.7,Norway
Crazy 8,-1,3.3,South Paris
Dunkin' Donuts,1,4.2,Rumford
Crossroads Diner,1,4.1,Bethel
Burger King,1,3.7,South Paris
Xing Long Garden,-1,4.2,Berlin
Mc Donald's,1,3.5,Jay
Shipyard White Cap Lodge Brew Haus,-1,3.4,Newry
Briar Lea Inn & Jolly Drayman Pub,-1,4.5,Bethel
Village Tie Up Market & Deli,-1,4.5,Harrison
Mary's Pizza,-1,4.5,Gorham
Subway,1,4.3,Farmington
Dunkin' Donuts,1,3.9,Berlin
Burger King,1,3.5,Gorham
Olde Mill Tavern,2,4.2,Harrison
Mr.Pizza,2,4.2,Gorham
Center Lovell Inn & Restaurant,-1,4.9,Lovell
Pizza Hut,1,3.6,Farmington
Fore Seasons Restaurant,-1,4.5,Turner
Hotel Rumford,-1,4.3,Rumford
Future Foods,-1,4.3,Mechanic Falls
Kawanhee Inn & Restaurant,-1,3.9,Weld
Boomers,2,3.8,Norway
Mc Donald's,1,3.7,Farmington
Matterhorn Ski Bar,2,4.4,Newry
Dunkin' Donuts,1,3.8,Bethel
Amato's,1,4,Norway
Rooster's Roadhouse - Lobster Rolls - Craft Beer - Wine - Cocktails,2,4.2,Bethel
Cho Sun - Sushi - Korean - Craft Beer - Wine Bar - Karaoke,2,4.2,Bethel
Dunkin' Donuts,1,4.2,Farmington
Sliders,-1,4,Newry
Crosstone Restaurant,-1,4.4,Bryant Pond
Nezinscot Farm,-1,4.4,Turner
Taco Bell,1,3.6,South Paris
Maurice,2,4.6,South Paris
Mc Donald's,1,3.5,South Paris
Cafe Nomad,2,4.7,Norway
Market Basket,-1,4.2,Harrison
Grand Avenue Restaurant,-1,4,Newry
J's Corner Restaurant & Lounge,2,4.4,Gorham
Dugout Bar & Grill,1,4.3,Farmington
22 Broad Street,-1,4.4,Bethel
Funky Red Barn,-1,4.5,Bethel
Courtyard by Marriott Lake Placid,-1,4.2,Lake Placid
The Whiteface Lodge - Luxury Lake Placid Resort,-1,4.6,Lake Placid
Lake Clear Lodge & Retreat,-1,4.2,Lake Clear
Artisans at the Lake Placid Lodge,-1,4.2,Lake Placid
Lake Placid Pub & Brewery,2,4.1,Lake Placid
Cranberry Lake Stone Manor Inc,-1,4.7,Cranberry Lake
SUBWAY®Restaurants,1,4.4,Potsdam
Dancing Bears Restaurant,2,3.8,Lake Placid
SUBWAY®Restaurants,1,3.5,Saranac Lake
SUBWAY®Restaurants,1,3.7,Lake Placid
Subway,1,3,Malone
Mama Lucia,2,4.2,Potsdam
Thai Cuisine,2,4.4,Potsdam
The View,4,4.4,Lake Placid
Mc Donald's,1,4.1,Malone
Caffé Rustica,2,4.4,Lake Placid
Village Diner,1,4.3,Potsdam
Desperados,2,3.9,Lake Placid
Stewart's Shops,2,4.7,Tupper Lake
A-1 Kitchen Chinese Restaurant,1,3.5,Potsdam
Mad Joe's Store,-1,4.6,Moira
High Falls Gorge,-1,4.3,Wilmington
Cloudspin Lounge,-1,2.2,Wilmington
Tail O' the Pup,2,3.8,Ray Brook
Mother Hubbard's,-1,3,Wilmington
SUBWAY®Restaurants,1,-1,Potsdam
Generations,2,3.7,Lake Placid
Pit Stop Diner,-1,4.5,North Lawrence
The Great Adirondack Steak and Seafood,2,3.9,Lake Placid
Pizza Hut,1,3.8,Potsdam
Burger King,1,3.8,Malone
Red Fox Restaurant,-1,4.7,Saranac Lake
The Breakfast Club,-1,4.3,Lake Placid
Blue Moon Café,2,4.3,Saranac Lake
Left Bank Cafe,-1,4.6,Saranac Lake
Josie's Pizzeria II,-1,4.6,Potsdam
Lisa G's,2,4.6,Lake Placid
Lakeview Deli,-1,4.7,Saranac Lake
No.1,1,4.4,Malone
Cactus Grill & Cantina,2,4.1,Potsdam
Mo's Pub & Grill,2,4,Malone
Taco Bell,1,3.6,Malone
Little Italy Pizzeria,2,3.9,Saranac Lake
Little Italy,2,4.4,Tupper Lake
Pizza Hut,1,3.8,Saranac Lake
Dunkin' Donuts,1,2.9,Saranac Lake
Jreck Subs,1,4.3,Tupper Lake
Stewart's Shops,2,3.5,Brushton
Maxfields,2,4.2,Potsdam
Hide Away Cafe,1,4.4,Colton
Thirsty Moose Pub & Grub,-1,4.6,Childwold
China City,1,4.2,Lake Placid
Mc Donald's,1,3.6,Tupper Lake
Asian Buffet,1,3.8,Saranac Lake
Taste Bistro & Bar,-1,4.2,Lake Placid
Delta Blue,2,3.8,Lake Placid
Main Street Pizza,-1,4,Lake Placid
Stewart's Shops,2,3.6,Lake Placid
Casa Del Sol,2,4.3,Saranac Lake
Donovan's,2,4.8,Malone
Viamede Resort,-1,4.1,Woodview
The Night Kitchen,-1,4.5,Peterborough
Pizza Pizza,-1,3.2,Peterborough
Little Caesars Pizza,1,3.8,Peterborough
Boston Pizza,-1,3.8,Peterborough
Pizza Nova,-1,4,Peterborough
Karma's Cafe,-1,4.4,Peterborough
Cosmic Charlie's Cafe,-1,3.9,Peterborough
Subway,1,3.9,Bridgenorth
Boston Pizza,-1,4,Lindsay
Curry Village,-1,4,Peterborough
Subway,-1,3.8,Campbellford
Slices N' Scoops,-1,3.9,Fenelon Falls
Soupcon,-1,4.9,Peterborough
Jo Anne's Place Health Foods,-1,3.9,Peterborough
Dairy Queen,1,4.2,Peterborough
Jesse's Tap & Grill,-1,4.6,Ennismore
Hot Belly Mama's,-1,4.3,Peterborough
Boston Pizza,-1,3.8,Peterborough
Pizza Hut,1,4,Peterborough
The Cow and Sow Eatery,-1,4.3,Fenelon Falls
Durham Cafe,-1,4.7,Lindsay
The Pizza Shack Ltd,-1,4.5,Peterborough
Jeff Purvey's Fish & Chips,-1,4.2,Peterborough
St Veronus Cafe and Tap Room,-1,4.6,Peterborough
Square Boy Pizza & Subs,-1,3.8,Lindsay
Dairy Queen,1,3.8,Peterborough
East Side Mario's,-1,3.7,Peterborough
Olde Stone Brewing Company,-1,4.5,Peterborough
Brio Gusto,-1,4.3,Peterborough
Pizza Hut,1,3.6,Peterborough
Bamboo Restaurant,-1,3.2,Peterborough
Pizza Pizza,-1,3.6,Peterborough
Berc's Steakhouse,-1,4.3,Peterborough
Eganridge Resort, Golf Club & Spa,-1,4.1,Fenelon Falls
Smitty's Family Restaurant,-1,4.2,Peterborough
KFC,1,3.3,Peterborough
The Little Schnitzel House,-1,4.7,Lindsay
Swiss Chalet Rotisserie & Grill,-1,3.8,Peterborough
Beachwood Resort,-1,4.4,Lakefield
Rare Grill House,-1,4.5,Peterborough
Muddy's Pit BBQ,-1,4.7,Keene
The Pin,-1,4.7,Peterborough
Capers Tap House,-1,4.3,Campbellford
Swiss Chalet Rotisserie & Grill,-1,3.3,Peterborough
Little Caesars Pizza,1,3.7,Peterborough
Riley's Pub,-1,4.3,Peterborough
Free Topping Pizza,-1,3.8,Peterborough
Olympia Restaurant Cafe & Bar,-1,4.3,Lindsay
Village Of Thai,-1,2.9,Peterborough
Muskie Bay Resort,-1,4.2,Roseneath
Domino's,1,4.4,Peterborough
Mc Donald's,1,3.3,Peterborough
Cassis Bistro,-1,4.6,Selwyn
Godfathers Pizza - Bobcaygeon,-1,3.5,Bobcaygeon
Chemong Lodge,-1,4.1,Bridgenorth
The Pizza Factory,-1,4.2,Peterborough
Subway,1,4.2,Peterborough
Marty Moo's,-1,4.3,Peterborough
Burger King,1,3.6,Peterborough
Courtyard by Marriott Bloomington by Mall of America,-1,4.4,Bloomington
Minneapolis Airport Marriott,-1,3.9,Bloomington
The Saint Paul Hotel,-1,4.6,Saint Paul
Inter Continental Saint Paul Riverfront,-1,4.2,Saint Paul
Minneapolis Marriott West,-1,4.4,Minneapolis
The Hotel Minneapolis, Autograph Collection,-1,4.2,Minneapolis
Renaissance Minneapolis Hotel, The Depot,-1,4.5,Minneapolis
Olive Garden Italian Restaurant,2,4.1,Burnsville
Lucky's 13 Pub,2,4.3,Mendota
Lucky's 13 Pub,2,4.2,Bloomington
Wildfire - Eden Prairie,2,4.4,Eden Prairie
Bowlero Eden Prairie,-1,3.9,Eden Prairie
